,Restaurant Name,Url,Rating,Votes,Address,Source,Zip,check,new_zip
389,Lombardi's INC,http://www.tripadvisor.in/Restaurant_Review-g34438-d934945-Reviews-Lombardi_s_INC-Miami_Florida.html,"1,182 of 3,600",76.0,"401 Biscayne Blvd. # 125, Bayside MarketPlace, Miami, FL 33132-1924",TripAdvisor,-1924,False,33132
390,Royal Palm Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192763-Reviews-Royal_Palm_Grill-Miami_Florida.html,,,"20445 Old Cutler Rd, Miami, FL 33189-1833",TripAdvisor,-1833,False,33189
391,Sergio's,http://www.tripadvisor.in/Restaurant_Review-g34438-d3599653-Reviews-Sergio_s-Miami_Florida.html,"713 of 3,600",15.0,"SW 22nd St., Miami, FL",TripAdvisor,"i, FL",False,
392,Esther's 103rd Street,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194144-Reviews-Esther_s_103rd_Street-Miami_Florida.html,"1,082 of 3,600",1.0,"777 NW 103rd St, Miami, FL 33150",TripAdvisor,33150,True,33150
393,Temaris,http://www.tripadvisor.in/Restaurant_Review-g34438-d6280743-Reviews-Tremaris-Miami_Florida.html,"494 of 3,600",2.0,"1250 S Miami Ave, Miami, FL 33130",TripAdvisor,33130,True,33130
394,Weber Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d916014-Reviews-Weber_Cafe-Miami_Florida.html,"1,221 of 3,600",6.0,"3565 NE 207th St, Miami, FL 33180",TripAdvisor,33180,True,33180
395,El Aguacatal Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d920342-Reviews-El_Aguacatal_Restaurant-Miami_Florida.html,"1,262 of 3,600",2.0,"6450 NW 186th St, Miami, FL 33015-6006",TripAdvisor,-6006,False,33015
396,Bayshore Restaurant Management,http://www.tripadvisor.in/Restaurant_Review-g34438-d4370958-Reviews-Bayshore_Restaurant_Management-Miami_Florida.html,,,"2550 S Bayshore Dr, Ste 210, Miami, FL 33133",TripAdvisor,33133,True,33133
397,The Corner,http://www.tripadvisor.in/Restaurant_Review-g34438-d4457820-Reviews-The_Corner-Miami_Florida.html,"502 of 3,600",4.0,"1035 N Miami Ave, Miami, FL 33136-3509",TripAdvisor,-3509,False,33136
398,Blimpie,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182230-Reviews-Blimpie-Miami_Florida.html,,,"401 SW 8th St, Miami, FL 33130",TripAdvisor,33130,True,33130
399,Chris's Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182014-Reviews-Chris_s_Cafe-Miami_Florida.html,,,"6100 Blue Lagoon Dr, Ste 135, Miami, FL 33126",TripAdvisor,33126,True,33126
400,Angelina's Coffee and Juice,http://www.tripadvisor.in/Restaurant_Review-g34438-d4937758-Reviews-Angelina_s_Coffee_and_Juice-Miami_Florida.html,,,"3451 NE 1st Ave, Unit 102, Miami, FL 33137",TripAdvisor,33137,True,33137
401,Au Bon Pain,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182105-Reviews-Au_Bon_Pain-Miami_Florida.html,"1,646 of 3,600",1.0,"8950 N Kendall Dr, Ste 101, Miami, FL 33176",TripAdvisor,33176,True,33176
402,3 & Out Irish Sports Taven,http://www.tripadvisor.in/Restaurant_Review-g34438-d1889669-Reviews-3_Out_Irish_Sports_Taven-Miami_Florida.html,"1,548 of 3,600",1.0,"13067 SW 112 STREET, Miami, FL 33186",TripAdvisor,33186,True,33186
403,Safi Restaurant and Gourmet Market,http://www.tripadvisor.in/Restaurant_Review-g34438-d3752879-Reviews-Safi_Restaurant_and_Gourmet_Market-Miami_Florida.html,"1,563 of 3,600",8.0,"20 Biscayne Blvd, Miami, FL 33132",TripAdvisor,33132,True,33132
404,Latin Express Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4196477-Reviews-Latin_Express_Cafe-Miami_Florida.html,,,"1611 NW 12th Ave, Miami, FL 33136",TripAdvisor,33136,True,33136
405,Au Bon Pain,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182170-Reviews-Au_Bon_Pain-Miami_Florida.html,"1,188 of 3,600",2.0,"1475 NW 12th Ave, Miami, FL 33136",TripAdvisor,33136,True,33136
406,SUGARCANE raw bar grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d1791267-Reviews-SUGARCANE_raw_bar_grill-Miami_Florida.html,"58 of 3,600",207.0,"3252 NE First Avenue, Miami, FL 33137",TripAdvisor,33137,True,33137
407,Tcby,http://www.tripadvisor.in/Restaurant_Review-g34438-d5096656-Reviews-Tcby-Miami_Florida.html,,,"12070 SW 127th Ave, Miami, FL 33186",TripAdvisor,33186,True,33186
408,Fa Hing,http://www.tripadvisor.in/Restaurant_Review-g34438-d4181595-Reviews-Fa_Hing-Miami_Florida.html,,,"14600 SW 125th Pl, Miami, FL 33186",TripAdvisor,33186,True,33186
409,Mar Y Tierra Peru Seafood,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182317-Reviews-Mar_Y_Tierra_Peru_Seafood-Miami_Florida.html,,1.0,"266 NE 1st St, Miami, FL 33132",TripAdvisor,33132,True,33132
410,Thai Express,http://www.tripadvisor.in/Restaurant_Review-g34438-d5426538-Reviews-Thai_Express-Miami_Florida.html,,,"10851 SW 40th St, Miami, FL 33165",TripAdvisor,33165,True,33165
411,Military Burger,http://www.tripadvisor.in/Restaurant_Review-g34438-d6208015-Reviews-Military_Burger-Miami_Florida.html,"944 of 3,600",1.0,"Military Burger 10834 SW 104 St, Miami, FL 33176",TripAdvisor,33176,True,33176
412,TGI Friday's,http://www.tripadvisor.in/Restaurant_Review-g34438-d466010-Reviews-TGI_Friday_s-Miami_Florida.html,"936 of 3,600",33.0,"8888 Howard Dr, Miami, FL 33176-5888",TripAdvisor,-5888,False,33176
413,Raspados Loly,http://www.tripadvisor.in/Restaurant_Review-g34438-d4731607-Reviews-Raspados_Loly-Miami_Florida.html,,,"10404 W Flagler St, Ste 6, Miami, FL 33174",TripAdvisor,33174,True,33174
415,Sugar Fancies,http://www.tripadvisor.in/Restaurant_Review-g34438-d4826083-Reviews-Sugar_Fancies-Miami_Florida.html,,,"543 SW 12 Avenue, Miami, FL 33130",TripAdvisor,33130,True,33130
416,Big Fish,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194042-Reviews-Big_Fish-Miami_Florida.html,"1,350 of 3,600",15.0,"620 NE 78 St, Miami, FL 33138",TripAdvisor,33138,True,33138
417,Wild Bean Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182101-Reviews-Wild_Bean_Cafe-Miami_Florida.html,,,"3401 Biscayne Blvd, Miami, FL 33137",TripAdvisor,33137,True,33137
418,Dairy Queen,http://www.tripadvisor.in/Restaurant_Review-g34438-d4872594-Reviews-Dairy_Queen-Miami_Florida.html,,,"3818 SW 137th Ave, Miami, FL 33175",TripAdvisor,33175,True,33175
419,Aguacates,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182338-Reviews-Aguacates-Miami_Florida.html,"1,194 of 3,600",1.0,"100 S Biscayne Blvd, Ste 118, Miami, FL 33131",TripAdvisor,33131,True,33131
420,Moonlite Diner,http://www.tripadvisor.in/Restaurant_Review-g34438-d6104185-Reviews-Moonlite_Diner-Miami_Florida.html,"1,591 of 3,600",7.0,"8695 SW 124 Ave, Miami, FL",TripAdvisor,"i, FL",False,
421,"Origami Thai And Sushi
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d919898-Reviews-Origami_Thai_And_Sushi-Miami_Florida.html,,2.0,"10848 SW 104th St, Miami, FL 33176",TripAdvisor,33176,True,33176
422,Pizza Hut,http://www.tripadvisor.in/Restaurant_Review-g34438-d4578040-Reviews-Pizza_Hut-Miami_Florida.html,"1,661 of 3,600",1.0,"1000 Park Centre Blvd, Ste 13, Miami, FL 33169",TripAdvisor,33169,True,33169
423,Dunkin' Donuts,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207538-Reviews-Dunkin_Donuts-Miami_Florida.html,,,"10754 SW 24th St, Miami, FL 33165",TripAdvisor,33165,True,33165
424,Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182159-Reviews-Burger_King-Miami_Florida.html,,,"7390 Coral Way, Miami, FL 33155",TripAdvisor,33155,True,33155
425,Venus Restaurant and Sports Bar,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192749-Reviews-Venus_Restaurant_and_Sports_Bar-Miami_Florida.html,,,"13785 NW 7th Ave, Miami, FL 33168-2903",TripAdvisor,-2903,False,33168
426,Tratoria Rosalia's,http://www.tripadvisor.in/Restaurant_Review-g34438-d6480085-Reviews-Tratoria_Rosalia_s-Miami_Florida.html,"451 of 3,600",4.0,"Aventura Mall , 793, 19501 Biscayne Boulevard, Miami, FL 305. 935. 1110, Miami, FL",TripAdvisor,"i, FL",False,
427,China Lee Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d5014438-Reviews-China_Lee_Restaurant-Miami_Florida.html,,,"559 SW 8th St, Miami, FL 33130-3413",TripAdvisor,-3413,False,33130
428,Cafeteria Lola,http://www.tripadvisor.in/Restaurant_Review-g34438-d4199796-Reviews-Cafeteria_Lola-Miami_Florida.html,"1,632 of 3,600",1.0,"1150 NW 72nd Ave, Ste 160, Miami, FL 33126",TripAdvisor,33126,True,33126
429,"Vintage Cafe & Bakery
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d854510-Reviews-Vintage_Cafe_Bakery-Miami_Florida.html,,1.0,"1920 SW 57th Ave, Miami, FL 33155",TripAdvisor,33155,True,33155
430,"Zuperpollo INC
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d432077-Reviews-Zuperpollo_INC-Miami_Florida.html,,16.0,"1247 Coral Way, Miami, FL 33145-2963",TripAdvisor,-2963,False,33145
431,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d879236-Reviews-Subway-Miami_Florida.html,"1,016 of 3,600",9.0,"18731 Biscayne Blvd, Miami, FL 33180",TripAdvisor,33180,True,33180
432,Elio's Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193983-Reviews-Elio_s_Restaurant-Miami_Florida.html,,,"10777 NW 36th Ave, Miami, FL 33167",TripAdvisor,33167,True,33167
433,Smoothie King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4998968-Reviews-Smoothie_King-Miami_Florida.html,,,"2001 Biscayne Blvd, Miami, FL 33137-5009",TripAdvisor,-5009,False,33137
434,Nc Cuban Buffet,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194018-Reviews-Nc_Cuban_Buffet-Miami_Florida.html,,,"2606 NW 21st Ter, Miami, FL 33142",TripAdvisor,33142,True,33142
435,Graffe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4842112-Reviews-Graffe-Miami_Florida.html,,,"2400 N. Miami Ave., Miami, FL 33127",TripAdvisor,33127,True,33127
436,"Oye Cuban Grill
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d2318451-Reviews-Oye_Cuban_Grill-Miami_Florida.html,,7.0,"11327 South Dixie Highway, Miami, FL 33156",TripAdvisor,33156,True,33156
437,Pizza Hut,http://www.tripadvisor.in/Restaurant_Review-g34438-d4370960-Reviews-Pizza_Hut-Miami_Florida.html,"1,597 of 3,600",2.0,"8825 S Dixie Hwy, Miami, FL 33156",TripAdvisor,33156,True,33156
438,Segafredo Brickell,http://www.tripadvisor.in/Restaurant_Review-g34438-d1027691-Reviews-Segafredo_Brickell-Miami_Florida.html,"393 of 3,600",41.0,"1421 S Miami Ave, Miami, FL 33131",TripAdvisor,33131,True,33131
439,Manhattan Cafe & Market,http://www.tripadvisor.in/Restaurant_Review-g34438-d1931744-Reviews-Manhattan_Cafe_Market-Miami_Florida.html,"491 of 3,600",7.0,"251 Northeast 14th Street, ph.(305) 372-1966, Miami, FL",TripAdvisor,"i, FL",False,
440,Pronto Pasta,http://www.tripadvisor.in/Restaurant_Review-g34438-d4820600-Reviews-Pronto_Pasta-Miami_Florida.html,"413 of 3,600",3.0,"27 N Miami Avenue, Miami, FL 33128",TripAdvisor,33128,True,33128
441,Fortune House Chinese Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4204391-Reviews-Fortune_House_Chinese_Restaurant-Miami_Florida.html,,,"9755 SW 72nd St, Miami, FL 33173",TripAdvisor,33173,True,33173
442,Five Guys,http://www.tripadvisor.in/Restaurant_Review-g34438-d4734389-Reviews-Five_Guys-Miami_Florida.html,,,"1433 SW 107th Ave, Miami, FL 33174",TripAdvisor,33174,True,33174
443,CHE Pasta Incorporated,http://www.tripadvisor.in/Restaurant_Review-g34438-d934940-Reviews-CHE_Pasta_Incorporated-Miami_Florida.html,"1,692 of 3,600",1.0,"401 Biscayne Blvd Ste S208, Miami, FL 33132",TripAdvisor,33132,True,33132
444,"79 cafe
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d1829772-Reviews-79_cafe-Miami_Florida.html,,1.0,"7915 biscayne blvd, Miami, FL 33138",TripAdvisor,33138,True,33138
445,Hamburguesa,http://www.tripadvisor.in/Restaurant_Review-g34438-d2469620-Reviews-Hamburguesa-Miami_Florida.html,"983 of 3,600",12.0,"401 Biscayne Bulevard, Miami, FL 33132",TripAdvisor,33132,True,33132
446,Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182047-Reviews-Burger_King-Miami_Florida.html,,,"1309 NW 20th St, Miami, FL 33142",TripAdvisor,33142,True,33142
447,Rinconcito Salvadoreno,http://www.tripadvisor.in/Restaurant_Review-g34438-d5224084-Reviews-Rinconcito_Salvadoreno-Miami_Florida.html,,,"15924 Sw 137 Ave, Miami, FL 33184",TripAdvisor,33184,True,33184
448,Francis Bakery,http://www.tripadvisor.in/Restaurant_Review-g34438-d4981343-Reviews-Francis_Bakery-Miami_Florida.html,,,"2441 SW 67th Ave, Miami, FL 33155",TripAdvisor,33155,True,33155
449,Restaurant Beverage Service,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207942-Reviews-Restaurant_Beverage_Service-Miami_Florida.html,,,"20219 NE 15th Ct, Miami, FL 33179-2710",TripAdvisor,-2710,False,33179
450,St Petersburg Deli,http://www.tripadvisor.in/Restaurant_Review-g34438-d879889-Reviews-St_Petersburg_Deli-Miami_Florida.html,"1,568 of 3,600",3.0,"17080 Collins Ave, Miami, FL 33160",TripAdvisor,33160,True,33160
451,Irie Isle,http://www.tripadvisor.in/Restaurant_Review-g34438-d926890-Reviews-Irie_Isle-Miami_Florida.html,"1,601 of 3,600",1.0,"168 NE 167th St, Miami, FL 33162-3403",TripAdvisor,-3403,False,33162
452,La Granja,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207842-Reviews-La_Granja-Miami_Florida.html,"1,171 of 3,600",1.0,"9095 SW 40th St, Miami, FL 33165-5342",TripAdvisor,-5342,False,33165
453,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d5575318-Reviews-Subway-Miami_Florida.html,,,"10645 NW 7th Ave, Ste 109, Miami, FL 33150",TripAdvisor,33150,True,33150
454,El Centro Americano,http://www.tripadvisor.in/Restaurant_Review-g34438-d4368610-Reviews-El_Centro_Americano-Miami_Florida.html,"1,383 of 3,600",1.0,"155 SW 107th Ave, Miami, FL 33174",TripAdvisor,33174,True,33174
455,Top Burger,http://www.tripadvisor.in/Restaurant_Review-g34438-d3580904-Reviews-Top_Burger-Miami_Florida.html,"421 of 3,600",6.0,"109 Ne 1st Ave, Miami, FL 33132",TripAdvisor,33132,True,33132
456,"Bertoni
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d1640278-Reviews-Bertoni-Miami_Florida.html,,1.0,"3462 Main Hwy, Coconut Grove, Miami, FL",TripAdvisor,"i, FL",False,
457,Geo's Ice Cream,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193506-Reviews-Geo_s_Ice_Cream-Miami_Florida.html,,,"204 SW 107th Ave, Miami, FL 33174",TripAdvisor,33174,True,33174
458,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4181617-Reviews-Subway-Miami_Florida.html,,,"11281 SW 152nd St, Miami, FL 33157",TripAdvisor,33157,True,33157
459,El Tambo Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d5109800-Reviews-El_Tambo_Grill-Miami_Florida.html,"1,410 of 3,600",6.0,"12861 SW 88th St, Miami, FL 33186",TripAdvisor,33186,True,33186
460,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182026-Reviews-Subway-Miami_Florida.html,,,"9803 SW 40th St, Miami, FL 33165",TripAdvisor,33165,True,33165
461,Cafe Del Teatro,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192720-Reviews-Cafe_Del_Teatro-Miami_Florida.html,"1,196 of 3,600",1.0,"8 SE 2nd Ave, Miami, FL 33131",TripAdvisor,33131,True,33131
462,Fast Pizza LLC,http://www.tripadvisor.in/Restaurant_Review-g34438-d910033-Reviews-Fast_Pizza_LLC-Miami_Florida.html,"1,749 of 3,600",1.0,"989 SW 4th St, Miami, FL 33130-2211",TripAdvisor,-2211,False,33130
463,Pizza-Wok,http://www.tripadvisor.in/Restaurant_Review-g34438-d4371006-Reviews-Pizza_Wok-Miami_Florida.html,,,"1945 SW 8th St, Miami, FL 33135",TripAdvisor,33135,True,33135
464,Lenny's Place,http://www.tripadvisor.in/Restaurant_Review-g34438-d4203010-Reviews-Lenny_s_Place-Miami_Florida.html,,,"14604 NW 7th Ave, Miami, FL 33168",TripAdvisor,33168,True,33168
465,La Mia Bakery,http://www.tripadvisor.in/Restaurant_Review-g34438-d5083322-Reviews-La_Mia_Bakery-Miami_Florida.html,,,"2969 NW 17th Ave, Miami, FL 33142-6631",TripAdvisor,-6631,False,33142
466,Miyagi Sushi,http://www.tripadvisor.in/Restaurant_Review-g34438-d3512646-Reviews-Miyagi_Sushi-Miami_Florida.html,"1,611 of 3,600",1.0,"10480 SW 72 St, Miami, FL 33173",TripAdvisor,33173,True,33173
467,George's in the Grove,http://www.tripadvisor.in/Restaurant_Review-g34438-d1770323-Reviews-George_s_in_the_Grove-Miami_Florida.html,"445 of 3,600",65.0,"3145 Commodore Plz, Coconut Grove, Miami, FL 33133-5817",TripAdvisor,-5817,False,33133
468,Don Criollito Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194002-Reviews-Don_Criollito_Restaurant-Miami_Florida.html,,,"12039 SW 132nd Ct, Unit 1, Miami, FL 33186",TripAdvisor,33186,True,33186
469,Domino's Pizza,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182387-Reviews-Domino_s_Pizza-Miami_Florida.html,"259 of 3,600",17.0,"4150 NW 7th St, Ste 100B, Miami, FL 33126",TripAdvisor,33126,True,33126
470,Mykonos,http://www.tripadvisor.in/Restaurant_Review-g34438-d431912-Reviews-Mykonos-Miami_Florida.html,"1,342 of 3,600",51.0,"1201 Coral Wy, Miami, FL 33145-2961",TripAdvisor,-2961,False,33145
471,Salt and Pepper,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192729-Reviews-Salt_and_Pepper-Miami_Florida.html,"1,312 of 3,600",1.0,"777 NW 72nd Ave, Ste 2074, Miami, FL 33126",TripAdvisor,33126,True,33126
472,Chef Creole Seafood,http://www.tripadvisor.in/Restaurant_Review-g34438-d4114807-Reviews-Chef_Creole_Seafood-Miami_Florida.html,,,"200 NW 54th Street, Miami, FL",TripAdvisor,"i, FL",False,
473,Che Pasta,http://www.tripadvisor.in/Restaurant_Review-g34438-d3323542-Reviews-Che_Pasta-Miami_Florida.html,"1,795 of 3,600",5.0,"19575 Biscayne Blvd # 1373, Aventura Mall, Miami, FL 33180",TripAdvisor,33180,True,33180
474,First Hong Kong Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d2328484-Reviews-First_Hong_Kong_Cafe-Miami_Florida.html,"1,759 of 3,600",3.0,"117 se 2nd street, Miami, FL 33131",TripAdvisor,33131,True,33131
475,Weberman's Traditional Foods,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193491-Reviews-Weberman_s_Traditional_Foods-Miami_Florida.html,,,"336 NE 59th St, Miami, FL 33137-2114",TripAdvisor,-2114,False,33137
476,Caviar and More,http://www.tripadvisor.in/Restaurant_Review-g34438-d5483685-Reviews-Caviar_and_More-Miami_Florida.html,,1.0,"Aventura Mall, Miami, FL 33179",TripAdvisor,33179,True,33179
477,Snappers Fish and Chicken,http://www.tripadvisor.in/Restaurant_Review-g34438-d5267168-Reviews-Snappers_Fish_and_Chicken-Miami_Florida.html,,,"18312 NW 7th Ave, Miami, FL 33169",TripAdvisor,33169,True,33169
478,China Village,http://www.tripadvisor.in/Restaurant_Review-g34438-d4197616-Reviews-China_Village-Miami_Florida.html,,,"7909 NW 2nd street, Miami, FL 33126",TripAdvisor,33126,True,33126
479,Anna's Restaurant and Cafeteria,http://www.tripadvisor.in/Restaurant_Review-g34438-d4838415-Reviews-Anna_s_Restaurant_and_Cafeteria-Miami_Florida.html,,,"3635 West Flagler Street, Miami, FL 33135",TripAdvisor,33135,True,33135
480,Don Burrito,http://www.tripadvisor.in/Restaurant_Review-g34438-d837209-Reviews-Don_Burrito-Miami_Florida.html,"1,256 of 3,600",4.0,"18464 NW 67th Ave, Miami, FL 33015-3412",TripAdvisor,-3412,False,33015
481,Bellante's Pizza & Pasta,http://www.tripadvisor.in/Restaurant_Review-g34438-d839598-Reviews-Bellante_s_Pizza_Pasta-Miami_Florida.html,"1,344 of 3,600",1.0,"1684 NE Miami Gardens Dr, Miami, FL 33179-4900",TripAdvisor,-4900,False,33179
482,New York Roma Pizza,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182197-Reviews-New_York_Roma_Pizza-Miami_Florida.html,"806 of 3,600",6.0,"1444 Biscayne Blvd, Ste 103, Miami, FL 33132",TripAdvisor,33132,True,33132
483,The Gourmet Cookie Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4917914-Reviews-The_Gourmet_Cookie_Cafe-Miami_Florida.html,,,"3701 Grand Ave, Miami, FL 33133",TripAdvisor,33133,True,33133
484,Cabana 2,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207628-Reviews-Cabana_2-Miami_Florida.html,,,"435 SW 8th St, Miami, FL 33130",TripAdvisor,33130,True,33130
485,Cafe Latino,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207603-Reviews-Cafe_Latino-Miami_Florida.html,"1,215 of 3,600",1.0,"99 NW 183rd St, Ste 227A, Miami, FL 33169-4552",TripAdvisor,-4552,False,33169
486,Pizzarium,http://www.tripadvisor.in/Restaurant_Review-g34438-d3434975-Reviews-Pizzarium-Miami_Florida.html,"38 of 3,600",39.0,"69 E. Flagler St., Miami, FL",TripAdvisor,"i, FL",False,
487,La Crema De Las Empanadas,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207592-Reviews-La_Crema_De_Las_Empanadas-Miami_Florida.html,,,"10674 SW 24th St, Miami, FL 33165",TripAdvisor,33165,True,33165
488,Le Meridien - Sunny Isles Beach,http://www.tripadvisor.in/Restaurant_Review-g34438-d1371144-Reviews-Le_Meridien_Sunny_Isles_Beach-Miami_Florida.html,"744 of 3,600",4.0,"18683 Collins Avenue, Miami, FL 33160",TripAdvisor,33160,True,33160
489,Heads Or Tails Seafood,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182316-Reviews-Heads_Or_Tails_Seafood-Miami_Florida.html,"1,330 of 3,600",1.0,"3621 Nw 54 St, Miami, FL 33142",TripAdvisor,33142,True,33142
490,El Meson De Miami,http://www.tripadvisor.in/Restaurant_Review-g34438-d5421575-Reviews-El_Meson_De_Miami-Miami_Florida.html,,,"1460 NW 107 Avenue, Ste B-C, Miami, FL 33172",TripAdvisor,33172,True,33172
491,Sports Grill-Hammocks,http://www.tripadvisor.in/Restaurant_Review-g34438-d4206069-Reviews-Sports_Grill_Hammocks-Miami_Florida.html,"1,141 of 3,600",1.0,"14617 SW 104th St, Miami, FL 33186",TripAdvisor,33186,True,33186
492,The Earl of Sandwich,http://www.tripadvisor.in/Restaurant_Review-g34438-d5785841-Reviews-The_Earl_of_Sandwich-Miami_Florida.html,"667 of 3,600",13.0,"Miami International Airport, Miami, FL",TripAdvisor,"i, FL",False,
493,Dream Island,http://www.tripadvisor.in/Restaurant_Review-g34438-d4211896-Reviews-Dream_Island-Miami_Florida.html,,,"8429 NW 7th Ave, Miami, FL 33150-2501",TripAdvisor,-2501,False,33150
494,Jimbo's,http://www.tripadvisor.in/Restaurant_Review-g34438-d518525-Reviews-Jimbo_s-Miami_Florida.html,"1,348 of 3,600",2.0,"Duck Lake Road, Virginia Key, Miami, FL",TripAdvisor,"i, FL",False,
495,Union Restaurant and Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193483-Reviews-Union_Restaurant_and_Cafe-Miami_Florida.html,"701 of 3,600",3.0,"200 South Biscayne Blvd, Ste 200, Miami, FL 33131",TripAdvisor,33131,True,33131
496,T.G.I. Friday's,http://www.tripadvisor.in/Restaurant_Review-g34438-d5085801-Reviews-T_G_I_Friday_s-Miami_Florida.html,,,"11401 NW 12th St, Ste 516, Miami, FL 33172",TripAdvisor,33172,True,33172
497,1st Avenue Bistro,http://www.tripadvisor.in/Restaurant_Review-g34438-d4562550-Reviews-1st_Avenue_Bistro-Miami_Florida.html,,,"201 NW 1st Ave, Miami, FL 33128",TripAdvisor,33128,True,33128
498,Pancheros Mexican Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193465-Reviews-Pancheros_Mexican_Grill-Miami_Florida.html,"690 of 3,600",2.0,"13440 SW 120th St, Miami, FL 33186",TripAdvisor,33186,True,33186
499,Chick-N-Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4197625-Reviews-Chick_N_Grill-Miami_Florida.html,,,"2911 Grand Ave, Miami, FL 33133",TripAdvisor,33133,True,33133
500,Frankie's Pizza,http://www.tripadvisor.in/Restaurant_Review-g34438-d1205826-Reviews-Frankie_s_Pizza-Miami_Florida.html,"48 of 3,600",24.0,"9118 Bird Road Miami, FL 33156, Miami, FL 33156",TripAdvisor,33156,True,33156
501,Jhonny rocket dolphin mall,http://www.tripadvisor.in/Restaurant_Review-g34438-d4736379-Reviews-Jhonny_rocket_dolphin_mall-Miami_Florida.html,"210 of 3,600",13.0,"Dolphin mall, Miami, FL",TripAdvisor,"i, FL",False,
502,Ho Wah Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193992-Reviews-Ho_Wah_Restaurant-Miami_Florida.html,,,"11459 SW 40th St, Miami, FL 33165",TripAdvisor,33165,True,33165
503,Sustain Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d2000155-Reviews-Sustain_Restaurant-Miami_Florida.html,"720 of 3,600",16.0,"3252 NE 1st Ave, Miami, FL 33137-4085",TripAdvisor,-4085,False,33137
504,Sushi Mo,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182199-Reviews-Sushi_Mo-Miami_Florida.html,,,"835 NW 37th Ave, Miami, FL 33125",TripAdvisor,33125,True,33125
505,Waxy O'Connor's on the River,http://www.tripadvisor.in/Restaurant_Review-g34438-d4313279-Reviews-Waxy_O_Connor_s_on_the_River-Miami_Florida.html,"1,270 of 3,600",2.0,"690 Sotuhwest 1st Court, Miami, FL 33130",TripAdvisor,33130,True,33130
506,Pizza Universe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194076-Reviews-Pizza_Universe-Miami_Florida.html,,,"18848 S Dixie Hwy, Miami, FL 33157",TripAdvisor,33157,True,33157
507,Jaguey Bakery,http://www.tripadvisor.in/Restaurant_Review-g34438-d5555842-Reviews-Jaguey_Bakery-Miami_Florida.html,,,"3251 NW North River Dr, Miami, FL 33142",TripAdvisor,33142,True,33142
