restau_name,reviews,zip
La Rosa Restaurant,"La Rosa is a great option for those that are looking for a good Cuban restaurant and are near the Miami Airport.

The restaurant is pretty big and has a...",33126
La Rosa Restaurant,"Okay food, very slow service. My parents and I came here because it was walking distance from our hotel. The service was incredibly slow even though it...",33126
La Rosa Restaurant,"I have been here at least four or five times, and it is consistently very good. They have their own parking, we have always been greeted and seated...",33126
Burger & Beer Joint,"I ordered the Hey Jude burger via Postmates, it was pretty tasty. Every specification I asked for, I got. 

Do recommend!",33130
Burger & Beer Joint,"Atmosphere: typical ""burger and beer"" with a hint of hipster boho from the servers 
Service: horrible. We were constantly ignored and I kept having to ask...",33130
Burger & Beer Joint,What more can a guy ask for when having lunch. Burger and A Beer is enough said. So I came in for lunch with a friend. I've heard pretty decent things and...,33130
Ichimi,A large group of friends and I went to Ichimi for lunch and left far from disappointed. They have an amazing lunch menu that offers a fair variety of...,33134
Ichimi,"Anything Asian catches my eye. My boyfriend has been dying to try Ichimi since he's a ramen fanatic , so lastnight we gave it a try. Trendy little spot in...",33134
Ichimi,Surprisingly amazing food. I say surprisingly because I ordered the pork takuasu ramen and it was a 9/10. Only reason it gets a 9 is because it was warm and...,33134
Asian Thai Kitchen 2,Wow!! Came in this place because we were visiting Miami and wanted some thai. The inside is adorable and the waitress was extremely nice! We ordered the...,33135
Asian Thai Kitchen 2,"Pushing up my review to 5 stars! 

This place is now TheBomb(Dot)Com! Its super quick, convenient, and the price is just right. 
Portions aren't small nor...",33135
Asian Thai Kitchen 2,"Decent thai and asian food (hence the name) on Calle Ocho.

Came in with a friend for a quick bite and this place didn't disappoint. It was surprisingly...",33135
Garcia's Seafood Grille & Fish Market,"Amazingggggg place. The service here was great. Our server was so friendly and extremely knowledgeable. He helped us decide on our food and drinks. 
My mom...",33128
Garcia's Seafood Grille & Fish Market,Freshest oysters! Great spot for a cold cerveza and seafood. The restaurant has two levels and it's right on the river so you can seat outside and watch the...,33128
Garcia's Seafood Grille & Fish Market,You can tell how many stars a place really deserve by the bathroom. I entered the bathroom as an attendant was walking out (holding a broom & garbage bin)....,33128
Buena Vista Deli,"My favorite place to have breakfast, coffee or desserts in Miami! 

I live very close and I'm continually tempted to come to this place. Servers are nice...",33137
Buena Vista Deli,"Solid breakfast and brunch in Miami's Design District.  I like it because it has simple and quick pick-me-up options like croissants and fruit pastries, but...",33137
Buena Vista Deli,If you happen to be looking for great french pastries and perfectly baked croissants this is the place to go. I happened to be here for a quick coffee...,33137
Ponte Vecchio Ristorante E Pizzeria,"Service was great. Everyone was so nice. 
Pizza tasted delicious.
Location is cute, the inside is beautiful and spacious. 
Will definitely return.",33145
Ponte Vecchio Ristorante E Pizzeria,"Italian is one of my default foods, especially when  I'm hungry. Ponte Vecchio was on my to-try list for awhile, and being at a work meeting near 22nd Ave...",33145
Ponte Vecchio Ristorante E Pizzeria,"On Valentine's Day, my date & I were not seated until over half an hour after our reservation. We then waited another hour for our food before we decided to...",33145
MIAM,I decided to try this local restaurant in the Wynwood area and I totally enjoyed it! I had a risotto and vegetable soup for lunch which was perfect in...,33127
MIAM,"I really like the quiches here. They are always creative, flaky and delicious! Today, we had a bresaola, Parmesan and artichoke quiche that was super yummy...",33127
MIAM,This cute little cafe is hidden in the wonders of Wynwood! It's got a very minimalist/modern feel to it like much of Wynwood Art District. There are large...,33127
ALL DAY,"All Day is a place that wouldn't be out of place in Brooklyn but really shines in Miami. It's one of those sunny, aesthetic places that convinces you that...",33136
ALL DAY,All day was soo disappointing. I and my pride really wanted to like this place since we were the ones that suggested this place but the overpriced menu...,33136
ALL DAY,Food: Best bacon I've had in a while. Eggs were cooked perfect. My fiance had a breakfast sandwich that was delicious. I had the Benedict which was also...,33136
Graziano's in Bird Rd,Honestly...one of the best restaurant experience that I have had in a long time!  I sat at bar; by myself with a new book and nothing but time...the...,33165
Graziano's in Bird Rd,Empanadas WAY OVERPRICED...We ordered 5 empanadas thinking they were around the same price of the Graziano's Marketplace which are $2.75 (each) on a regular...,33165
Graziano's in Bird Rd,I love Graziano's! The service is amazing at the restaurant part and the bakery has the best empanadas!,33165
Sabor a Perú,"I would give it five stars but this place has really bad service. 
The food is delicious!! I used to come here when it first opened. The food taste hasn't...",33137
Sabor a Perú,"I was excited to order from this place.
I ordered the fried rice with beef for take out, I was told it would take 25 minutes. I arrived 30 minutes later and...",33137
Sabor a Perú,"Super disappointing.  Got Loma saltado, a favorite of mine from. Pollo Inca in LA.  Dry, tough.. Two bites, done. So bad, I didn't want to wrap it up and...",33137
Uvaggio Wine Bar,If you ever feel like you need to reward yourself with a perfect dinner...Uvaggio is the place. The service is beyond impeccable because it is also amiable...,33134
Uvaggio Wine Bar,"Found myself in Miami, heard some live music & decided on this place. Casual, nice vibe. 
3 stars based solely on the tee tiny portions on their ""larger...",33134
Uvaggio Wine Bar,"5/5 nice ambiance, good for date night!!! 
Only about 6 tables inside so be sure to make your 
reservations!! 

Vino 4/5 
Pretty good wine, highly recommend...",33134
Maria's Greek Restaurant,"Omg good! Fav in order:

$8 5 Eggplant  spread appetizer 5 is chilled, lemony delicious

$14Grilled octopus 5  is soft and perfectly charred, but small


5...",33145
Maria's Greek Restaurant,"There are no words to describe the detailed attention by the staff of this establishment, in particular Bella our waitress for taking such a good care of...",33145
Maria's Greek Restaurant,"I love this restaurant. From the quiet atmosphere, to the personable servers, beautiful decor and ofcourse amazing food. Today we were feeling simple and...",33145
Plate,Was looking for a quick breakfast with my boyfriend and was very happy that we found Plate! Lucky enough we found parking right at the store front but I...,33145
Plate,This is a gem on Coral Way. I always drive by this place but never notice it because the building is for commercial offices and it's conveniently hidden...,33145
Plate,I've been trying to put on weight and I've been doing it with really unhealthy eating so I'm trying to change that now. I looked on yelp for a healthy spot...,33145
Pizzarium - A Slice of Rome,"I'm the type of person that hard pizza but once in a while, get that craving.... only to be disappointed most of the time by shady pizza. This however, was...",33131
Pizzarium - A Slice of Rome,"Delicious I had the basil one, sausage and truffle oil. Super yum star off for a bit too oily but still delicious. 

The customer service is great and the...",33131
Pizzarium - A Slice of Rome,When someone is passionate about the food they make it definitely shows. Owner has managed to create an amazingly unique crust that I have never experienced...,33131
Toasted Bagelry & Deli,"This place is quite hidden in the heart of brickell on 8th street but you NEED TO GET THERE IF YOU HAVEN'T YET TRIED IT. 

I heard about this spot a year...",33130
Toasted Bagelry & Deli,"The one guy who cared and knew how to make the espresso drinks is gone.

Now just attitude and inflexibility... Oh yeah, and lines from the throngs of...",33130
Toasted Bagelry & Deli,"One of the feelings I enjoy best is the feeling of falling in love with a place. 
I had asked a friend who works in Brickell where I could go to grab a...",33130
Sports Grill - Sunset,My favorite wing place of all time and particularly this location!  I always ordered special grill wings dipped in Buffalo! So delicious! I came during...,33173
Sports Grill - Sunset,"i was first introduced to this place more than 10 years  ago.
i loved it, their waffle fries dipped in cheese sauce was a dream  come true. 
how ever i had...",33173
Sports Grill - Sunset,"Sports Grill is one of our weekly go-to spots and sometimes we even make it twice a week. They have good food and good service and affordable prices. 

My...",33173
Hungry Bear Sub Shop,"This is a counter sub shop that is so delicious I am always craving sandwiches from here.

This place is a hole in the wall where you just order a sandwich...",33176
Hungry Bear Sub Shop,"I stayed away from Hungry Bear for a long time because I once ordered a hot turkey sub and found it sad that they used deli turkey and heated it up.

But I...",33176
Hungry Bear Sub Shop,I have been coming to this little hole in the wall for many years and I must say the consistency in great tasting sandwiches are second to none. I'll just...,33176
Jardim de Portugal,"This place is OUTSTANDING!  I went there last night, sort of late.  I got the grilled sardines for an appetizer, and could have eaten 3 more plates of them!...",33145
Jardim de Portugal,"Nice surprise .. a gem found. Great food, great ambience, great friendly service. I'm very picky when it comes to food, highly recommended. Will...",33145
Jardim de Portugal,"What a fantastic restaurant to be in. Located on Coral Way, I had the opportunity as a Portuguese person to come to a restaurant that I felt I was at home....",33145
PM Fish & Steak House,"Great restaurant. Really enjoyed the ceviche, branzino and potato soufflé (expanded French fries). AMAZINGLY DELICIOUS!!  Our server was Natali. Not only is...",33130
PM Fish & Steak House,"First time here at this restaurant and I have to say I've never seen such BIG oysters in my life they were so big but really good! 

Jumbo lobster plate...",33130
PM Fish & Steak House,I booked reservations for Valentine's Day for my Fiancé and I. It was our first visit. The ambiance does not disappoint. This place is nestled in the heart...,33130
The Local Craft Food & Drink,Alec and I decided to come last night for a beer or two. Their bartender has the beer pours on point. The Guinness was probably the best I've had since...,33134
The Local Craft Food & Drink,"Came here last night with some friends, we were starving and this was one of the first spots we saw. We were trying to stick to giralda. 

We waited 20...",33134
The Local Craft Food & Drink,"The service & food was absolutely spectacular! Even so, the menu options are highly limited & our server told us they constantly change the menu.

The food...",33134
Original Daily Bread Marketplace,This is part restaurant - more like a Mediterranean diner - and part market. We came here just for a quick bite after work to unwind before leaving for...,33133
Original Daily Bread Marketplace,"This is the place to go for Mediterranean/Arabic food.  It is in an unassuming building that houses not only an amazing deli type restaurant, but also a...",33133
Original Daily Bread Marketplace,"Arabic food is life! My boyfriend is Lebanese, 27 years old, and has been coming here since he was a little boy. He introduced me to Arabic Cuisine about 3...",33133
American Social,"Beautiful view, relaxing to sit outside on the couches by the water. The food was alright, but it took so long to come out that it was cold when I got it....",33130
American Social,I don't even know where to start. This has had to have been the worst service I have ever received in my life. We decided to come on a Saturday and the...,33130
American Social,"Just for views... not for food.

What did I get.
I got the smoked pineapple drink and also they lunch special shrimp tacos. The drink was okay... Wouldn't...",33130
Latteria Italiana,Suuuuuuuuuuch good gelato. Everyone was super nice! The dark chocolate is to die for!,33137
Latteria Italiana,This is a cool little Italian shop serving delicious gelato. I loved the small fridge by the front door with all Italian products like pellegrino to...,33137
Latteria Italiana,Cute coffee shop in the Midtown area and they are open a later than Pasion Del Cielo next door. Their banana bread is yummy and you can treat yourself to a...,33137
Hillstone Restaurant,"Celebrated my birthday here on a Saturday night. We made reservations and still had to wait about 15 mins. This place gets very packed! 

Service was great....",33134
Hillstone Restaurant,"We came here on a Sunday night and even with a reservation we still had to wait about 10/15 minutes because the restaurant was so packed. 

The food was...",33134
Hillstone Restaurant,The wait at this restaurant was so long that it's pathetic. They said it would take an 1:15 it's been almost 2 hours. They don't accept reservations and...,33134
Café Croissant,"Good food, good service, always fresh great value. My favorite go-to spot for breakfast or lunch. I sometimes will drive from Brickell just for a quick bite...",33145
Café Croissant,"Considering the premise and the reviews, I was really expecting to like it more. 

Since the owners are French bakers, I expected great bread, so I ordered...",33145
Café Croissant,"Great local hole in the wall. Lots of ""bar seating"" a couple 4 tops, few 2 tops. Kid friendly. 

We ordered a plain croissant with jelly for my daughter, it...",33145
Jamaica Kitchen,"Ya mon!  Dis is da real ting!  Real authentic Jamaican food and real authentic Jamaican Chinese food.  Yes, there is such a thing..  This is your home away...",33173
Jamaica Kitchen,"This is a DDD (Diners, Drive-Ins and Dives) restaurant, which disappointed me in regards to flavor.

Every worker that I came in contact was friendly and...",33173
Jamaica Kitchen,"Customer service was great!! From the reviews I had very high expectations for the food. However the food was ok, I've had better jamaican food. 
I must say...",33173
Siam Palace,"A very nice combination of original Japanese and Thaj cuisine.
Cozy atmosphere, attentive service and fair prices.
We will definitely be back",33173
Siam Palace,"2.5 Stars because I think it's pretty over priced. The food is great, but I ordered a pad Thai with fried tofu and it cost me around $15, with tip $18....",33173
Siam Palace,"This is probably one of the worse service experience I've ever had at a restaurant. Me and my co-workers decided to order our lunch from this place, we...",33173
Fleming's Prime Steakhouse,"I can't say anything bad about this place, I can't. Service is always on point and amazing. Food is always delicious. The drinks are always great. 

Service...",33134
Fleming's Prime Steakhouse,The steaks in this place were absolutely fabulous! I ordered a  New York strip which was cooked to perfection. The sides were very good and  my loaded baked...,33134
Fleming's Prime Steakhouse,We had our anniversary dinner her and I must say I'm extremely impressed with the staff and service  at Fleming's. They decorated our table with a beautiful...,33134
Old Lisbon Restaurants - Coral Way,We discovered this place by accident. It made me feel like home!! The food is authentic and the wine impeccable. If you have saudades Of a time and place...,33145
Old Lisbon Restaurants - Coral Way,Old Lisbon...one if not my favorite stop in Coral Way. Specific yet exquisite flavors combined with consistency makes it ideal when I'm looking to satisfy...,33145
Old Lisbon Restaurants - Coral Way,"Loved it! The food is great and the desserts are spectacular. Not to mention the service.

Steph",33145
Texas de Brazil,"My very humble opinion: 
Positives: -food is delish, great selections of salads and good price IF YOU eat a lot.The best part of this restaurant is the...",33172
Texas de Brazil,"This is by far not only our favorite Texas de Brazil location, but also our favorite all-you-can-eat churrasco restaurant. 

We've been here so many times...",33172
Texas de Brazil,"Is it me or did the quality of their meats decrease? I've been coming to Texas de Brazil for years and haven't been here in about 3 years, but I was rather...",33172
Tap 42,"I eat a lot of chicken tenders. I know... I'm a grown up eating kid food but, REAL TALK... these are the best I've ever had. 
Our server, Lily, was an...",33134
Tap 42,"I think I have to give tap 42 a 5 star rating because it really checks off so many boxes of what a ""gastropub"" if you will should be. 

You can always count...",33134
Tap 42,"Such a disappointing experience at Tap 42. My husband has a food allergy to soy, so well in advance before we came in, we called ahead to make sure he would...",33134
Yambo Restaurant,"AUTHENTIC NICARAGUAN FOOD 
Did you know that you can sit inside? you don't have to sit outside? If you really want to fully experience the Nicaraguan...",33135
Yambo Restaurant,"*Open 24hrs
*Accepts credit cards on orders over 10 bones.

Yambo is a great spot for a grab and go meal. They do have tables and an indoor area but it just...",33135
Yambo Restaurant,OMG the food!!! This is such a little hole in the wall and sketchy looking but so glad we gave it a chance. Each plate is 10.00 but you get enough to split...,33135
El Chalan Restaurant,I have been dying to try Peruvian food and this place only makes me love it more than I could have imagined. This place is strongly recommended by my local...,33155
El Chalan Restaurant,"Great dinner and terrific food. 
The Ceviche and Parrilada de Mariscos really good for two.
Great service too.",33155
El Chalan Restaurant,"This place was recommended to me by an uber driver. I saw a long line as we were driving by and he said the food was great, and guess what? The food was...",33155
Salumeria 104,"Finding good authentic Italian pasta in Florida is a challenge. 

This place was recommended by a local design boutique who's owners were full blood Italian...",33137
Salumeria 104,"First timer.

I was aiming at the porchetta and they were out :(

I had to made amends and was disappointed.

The split pea soup (soup of the day) was meh....",33137
Salumeria 104,"This is easily the best italian restaurant in Miami. All the pasta is phenomenal, it's fresh , made in house and they always have a fine selection of black...",33137
Siam Bistro,"Quick stop for dinner. Not like "" I am on date kinda dinner"" or "" OMG, I am so hungry kinda Dinner"" nop, it was more like "" this workout kicked my butt and...",33183
Siam Bistro,"Cheap, delicious, good portions, and vegan friendly! I've loved this place for many years. It really never disappoints.

All the curries are delicious. They...",33183
Siam Bistro,"Photo not shown but I had their fried wontons and see thru rolls w tofu as appetizer and OMG! So fresh and delish!

For dish I had the Masaman Curry w squid...",33183
Chandlers Place,"Great little sandwich shop in the gables! 

Huge fan of the Philly cheese steak sandwich they have! Great quality subs and service. The owner of the shop...",33134
Chandlers Place,I worked across from this place for three years. I went to eat here very often because it's such a great place. The staff is super friendly and the food is...,33134
Chandlers Place,"I work right across the street from Chandlers Place, so maybe the ""it's hard to find"" rhetoric doesn't apply to me. It is a small cafe with three 2-top...",33134
Freshko Gourmet,"Let me say, for a restaurant located bayside of downtown Miami, everything on the menu is so affordable. Most items are less than $10 and they're...",33131
Freshko Gourmet,"I got the roasted chicken and wife got the gyro sandwich.  The roasted chicken was mediocre, compared to cafe Bastille's next door, I would choose next...",33131
Freshko Gourmet,"Mediocre food and the worst service ever. The waitress came to take order, another one brought the food and she was no where to be found. The kind of place...",33131
Toscana Divino,"Came for babe's birthday on a Tuesday. Overall experience was very positive. Food was great, service was good. 

We started by waiting for a table for about...",33130
Toscana Divino,I should have been wary when my group of 14 was able to sneak in at the last minute during prime dinner hours.  And the restaurant was pretty much empty...,33130
Toscana Divino,I will say that I'm a bit disappoint with our meal. The restaurant is beautiful but when we arrived we were asked outside or the bar area...I went to use...,33130
Kona Grill,"Absolutely love their food! So delicious and filling!! 
Strong advice- go for happy hour so you can enjoy more for a better price!! Went for brunch with one...",33172
Kona Grill,"Most delicious Asian food we've ever had! 
We'll definitely be back! 
We had:
Sashimi*****
Maki Sampler*****
Steak Fried Rice*****
Fried...",33172
Kona Grill,"I have a love hate relationship with this place. Everyone I seem to come to this spot with really enjoys it, however I'm not crazy about the food at all......",33172
Pinolandia,"One of the best Nicaraguan joints in Miami, this is a real Miami local place. The lines are always big but at the end of the day it's worth it. I've been...",33128
Pinolandia,"Located in a sketchier part of town is this gem of a Nicaraguan place! I found this place on yelp and took some friends over. Parking is free, albeit being...",33128
Pinolandia,Wow is all I can say about this food! This is one of the most genuine Nicaraguan experiences of food you can have! Also do not forget to go past the food...,33128
East Thai & Noodle House,"Best Thai in the area! Great dining experience and also great takeout options. Always delicious! 

My favorite dishes....pad Thai and red curry!",33155
East Thai & Noodle House,"Wow! Best Pad-Thai in town! You have to taste it to believe it! 

My husband and I came here after a long day of house hunting and I must say when we first...",33155
East Thai & Noodle House,"Yikes,  my rating has gotten lower compared from my previous visit. 

Two stars off:
- the waitress did not know what tendents were even after giving a...",33155
Sushi 2 Mee,Heard about this place through Yelp and decided to check it out last night. Don't let the tiny hole in the wall appearance fool you. It was amazing. We had...,33175
Sushi 2 Mee,"My friends and I have made a regular habit of visiting Sushi2Mee. The food is delicious, they have great prices and deals, and the staff is always nice....",33175
Sushi 2 Mee,"I want to say my wife and I just went to the best sushi restaurant in a long time, Emily the waitress was outstanding,she knows everything on the menu and...",33175
The Habit Burger Grill,"I love this place! Service and quality are consistent every time I've dined here!  

The burgers are chargrilled and don't have that extra grease you get...",33174
The Habit Burger Grill,I've driven by this place countless times and finally decided to try it. My very first impression was great. The place was spotless and I was greeted by a...,33174
The Habit Burger Grill,The burgers where actually really good. So you walk in they have a simple menu and you order. I wish I would've taken a picture so I could post it up. Then...,33174
Pamela's Restaurant Chileno,"First time having Chilean cuisine, and have to say, everything was delicious. High quality, great service.",33155
Pamela's Restaurant Chileno,"Very disappoint the churrasco sandwich is not flank steak is round or palomilla
Ambiente del Sergio es bajo 

I return food not well done and got charge any...",33155
Pamela's Restaurant Chileno,Someone recommended this place to me. I went on a Tuesday for lunch at 1 pm. I cannot say anything about the food simply because it was IMPOSSIBLE to find a...,33155
Organic Bites,"Everything was amazing!

My friends and I went here on a Sunday for lunch. We were seated immediately. We wanted to try the juices... until we found out...",33138
Organic Bites,"Terrible service.. :( 

I went in while my car was being washed, which I suppose is the main reason people go here. I ordered a simple green juice and added...",33138
Organic Bites,"The service is usually not great here (I usually get the shrimp taquitos & a red quinoa salad) but today the service was worse than usual. 

Took us an hour...",33138
The Last Carrot,"I wish we had one in my town. 

Looks like they have every juice combination you can possibly come up with. 

The food looks awesome too.

Shopping center...",33133
The Last Carrot,"This is my second experience. I tried this place a few years ago. All i remembered was that the pita bread was stale and the veggies were not fresh. 
Fast...",33133
The Last Carrot,"GREAT juices.
Friendly staff.
Affordable prices. 
Homey feel. 
Cute little art pieces tied to the theme.
What more can you ask for?

Don't know what's...",33133
Dos Croquetas,"Love these guys. They always come in clutch after a few drinks and you're in need of a late-night snack. Some of my personal faves listed below:

Mexican...",33122
Dos Croquetas,Dos Croquetas seems to be a place that hasn't been around that long located inside a warehouse/storage area. They are planning on opening up a shop towards...,33122
Dos Croquetas,"I'm sorry Dos Croquetas, I wasn't wowed. Visited on a Saturday morning a little past opening time. This pop up location offers 2 tables so that we can eat...",33122
Arbetter's Hot Dogs,"All Around w/ cheese, Cheese fry side, drop 2 corns, with a Sm. Coke

Dip your corn dog in the cheese then ketchup then eat it.. Magic in your mouth

Larry...",33165
Arbetter's Hot Dogs,"Born and raised in Chicago, you know I know all about hot dogs. There's nothing like a Chicago Dog or Chicago Red: prepared and topped with yellow mustard,...",33165
Arbetter's Hot Dogs,"Nostalgia in a bun. It seems nothing has changed here since I first came, probably 20 years ago, and I wouldn't have it any other way. In the full glory of...",33165
Atelier Monnier - Brickell Cafe,"Have been here twice already, and have got to say: they have the best sandwiches in Miami. WOW. 

The restaurant is more of a bakery kind of place, but they...",33131
Atelier Monnier - Brickell Cafe,"Very good.  Everything looked good.  Had water waiting at the door, French toast...very good.  Avocado pancetta crepes...also very good.  Breads look...",33131
Atelier Monnier - Brickell Cafe,"Their lunch menu is amazing, I have lunch their almost every day and it feels so Homey and of course with that French savoir faire 
It's just amazing!!!...",33131
Jamrock Cuisine,"I went there for the 3rd time. I thoroughly enjoyed their jerk loaf deluxe. 
I will be trying the Jamaican Chinese dishes they have on the menu.  
I had...",33186
Jamrock Cuisine,"I stopped by yesterday and chatted with the owner, Marcia (pronounced mar-si-ya).  She is a warm and lovely lady and with a take out menu in hand, told her...",33186
Jamrock Cuisine,Best patties in kendall.  Best Jamaican food in town.   Jerk chicken is amazing and all plates are to die for,33186
Subs 88,"TLDR - ""I just had a sandwich, no ordinary sandwich!"" -That one fish in Spongebob 

Miami's got no shortage of 5-Star restaurants or artisanal dessert shops...",33176
Subs 88,"Open till 8:00pm? More like open whenever it's convenient for them. At about 2:45pm I walk up to the restaurant and noticed there was a ""closed"" sign on the...",33176
Subs 88,"I came here twice and loved it each time. First, the subs and sandwiches are huge, easily two meals. Everything is grilled and cooked well. You really don't...",33176
Casola's Pizzeria & Sub Shop,This is a Miami staple. Open late on the weekends. Cash only!! They have an ATM inside that charges a fee. Seating inside as well as in front of the...,33145
Casola's Pizzeria & Sub Shop,"For years this has been the go to place after a day at the beach, late night of drinking, or when you just want some satisfying late night carbs. 

Stopped...",33145
Casola's Pizzeria & Sub Shop,"I had the cheese pizza and the veggie pizza. The cheese pizza was short from spectacular, it was ok. I've had better in Miami.  If you order cheese pizza...",33145
Ms. Cheezious,I decided to try this food truck at a canvas event and was not disappointed. Tried the bbq pulled pork and it was excellent. The sharp cheddar was dripping...,33138
Ms. Cheezious,Ordered their chicken wings and mac and cheese sandwich and wasn't blown away by the taste. Also thier pastelito shake which was good. Those 3 things ran...,33138
Ms. Cheezious,"My friend and I were at the truck for a while deciding which sandwich to share and never got asked if we needed help/recommendations, or any notification...",33138
Madrid Tapas Y Vinos,"The local feel of Madrid

Great service team.... Enmanuel our waiter that night is simply ""top shelf!!""

Gluten free is understood and plenty of 'local...",33126
Madrid Tapas Y Vinos,"Unsafe for anyone with any food allergies!!! They also don't take allergies seriously and are super dismissive of them
I have a gluten and dairy allergy....",33126
Madrid Tapas Y Vinos,"I have driven by this place everyday on my way to work and have never stopped in. I was starving a decided i would give it a try. 

The restaurant is small...",33126
1-800-Lucky,"I absolutely love the concept of this place. I went on a Saturday afternoon and it was a little crowded. The actual food places where fast enough, the only...",33127
1-800-Lucky,"Nice place if you go with a group
You should definitely try the brisket banh mi, the fried rice or the ramen
There is no Asahi beer even if they have a big...",33127
1-800-Lucky,This place was awesome. I have only been once and can't wait to go again. I love the concept of the food and ordering. There is about 5 different...,33127
Ella's Oyster Bar,Really like the crab croquettes. All was good. Not much of an appetite as I'm going through a hard time right now. But the food here is really good just as...,33135
Ella's Oyster Bar,"Super good spot!!! quiet for lunch but it was a Tuesday.
Ordered the following:

Crab Croqueta, by far the best thing on the menu. Filled with crab on top...",33135
Ella's Oyster Bar,"Well I was absolutely surprised how Little Havana has changed and making a strong comeback. 
Convinced my hubby to do something a little out of our normal...",33135
Town Kitchen & Bar,"As someone who frequents the South Miami area for the food and nightlife, Town Kitchen & Bar has become one of my favorite restaurants. 

It feels like...",33143
Town Kitchen & Bar,Had been there once a year ago for a brunch and liked it. Went a few months later for dinner and enjoyed it too. Decided to take some coworkers to brunch on...,33143
Town Kitchen & Bar,This was my second time at Town. The first time we came was on a Groupon. Our server was Maxx and the manager that night was Nick. I had a great experience...,33143
Joanna's Marketplace,"TLDR - In the words of Stefon from SNL, ""this place has everything.""

This local market and deli is something every neighborhood in Miami needs. They got...",33143
Joanna's Marketplace,Been coming to Joannas for years and had them cater for us a few times. Everyone there is always so kind and helpful but i recently had a very unpleasant...,33143
Joanna's Marketplace,"My first microwaved Cuban Sandwich
At Joanna's
Disgusting , you never microwave sandwiches especially a Cuban in Miami
Will never be back",33143
Tacos El Carnal,"Ummmmm wow this place is awesome! Came here after a long days work. I was hungry, tired, barely able to muster up the energy to walk through the door. But I...",33135
Tacos El Carnal,"So me and my partner come here sometimes, when nothing else is open.. and never had a problem until today, we ordered an horchata and a fly fell in it ! And...",33135
Tacos El Carnal,"The food is good but it's a shame that the wait staff is so rude. Our waitress looked miserable while taking our order, got it wrong, then made it seem as...",33135
Ariete,"This restaurant was amazing! I went here a few months ago and was blown away. We sat inside and the ambience was great. 

Parking was a little complicated....",33133
Ariete,"Drinks to die for, yuca beignets a la huancaina  .... tile fish  amaizing ....
Great ambience....
Plenty of parking spots... staff was super friendly 
You...",33133
Ariete,"This restaurant is fast becoming my favorite in the Grove for a special occasion dinner.  The atmosphere is cozy, featuring an open kitchen which adds to...",33133
Asian Thai Kitchen,"Asian Thai Kitchen is the definition of a place I would have never discovered without Yelp. Why you ask? It is in a Kwik Stop. 

Would I ever expect amazing...",33133
Asian Thai Kitchen,Amazing thai food.  This is heavy rotation for take out dinners.  The crispy duck curry is scrumptious!  Good ceviche too.,33133
Asian Thai Kitchen,"The first time I walked into the convenience store off of Grand Avenue in Coconut Grove, I was a little put off by the fact that they were serving hot asian...",33133
Barley An American Brasserie,"Croquetas, and Cauliflower and Octopus oh my! Lol, let me start off by saying, this food was so delicious! I had dinner here last night with friends, and it...",33156
Barley An American Brasserie,"Barley an American Brassiere offers a schizophrenic menu. According to my server ""its fusion.""  No, brassiere means a restaurant that serves small casual...",33156
Barley An American Brasserie,"Went there tonight and it was awesome. Mauro was our server and he was absolutely great. 

It's all about the small details, I asked him if a type of beer...",33156
Atlas Meat-Free Delicatessen,Atlas is a lifesaver. Their portions are how it should be - big. Their food is delicious. And they're not too far from home. I wish they'd be open until...,33138
Atlas Meat-Free Delicatessen,"Yo Atlas, THANK YOU FOR SAVING US!!

If you're in the mood for some comfort food that isn't a bowl, burrito or some sorry excuse that ""gets the job done""...",33138
Atlas Meat-Free Delicatessen,SUPERB!!!! That's all I have to say about Atlas. I was shooketh of how flavorful a lot of the food were since it's vegan. The cheese sauce is so good!! I...,33138
Via Verdi Miami,"Great food. Amazing service. Best waiter We have had in many years. Gergo from Hungary.

The food is traditional italian. Great menu and great selection of...",33138
Via Verdi Miami,"I love Italian food but it always happens to me that when I want to go out and have an amazing pasta, I find myself confused and frustrated because I still...",33138
Via Verdi Miami,"The food was great! It all seemed very authentic to me. The mushroom pasta was a bit salty, but still very good. I also really liked the bread, which was...",33138
Talavera Cocina Mexicana,"Love love love Talavera.  Great date night place,  great seating in the outside area after they have finished all of the construction. Great for people...",33134
Talavera Cocina Mexicana,Today I headed to Talavera an outpost of the Jaguar Group (jaguar restaurant and peacock in the grove) in the Gables.  First the table was set for only 1....,33134
Talavera Cocina Mexicana,"The service was awful. The waitress came 2 times during a full 50 minutes dinner, the drinks took more than 20 minutes to be in our table and it was only...",33134
Latin Cafe 2000,"Not sure why this place doesn't get more good reviews. 

It's not pretty but it's not a dive either. 

It's also very reasonable for what you get 

I had...",33126
Latin Cafe 2000,"Have you ever been treated so poorly and discriminated against at a restaurant that you felt sick?  Well, I did.

This is one of the hardest reviews I've...",33126
Latin Cafe 2000,"As I was heading to my hotel I realized that Latin Café 2000 had an awesome walk up window.

I stopped by the next morning and there were a few people in...",33126
Piola,What I like about the pizza scene in Miami is that they're almost always successful restaurants that  open up somewhere else in the states and some genius...,33130
Piola,"This an update review: I don't like to give bad reviews but !!! I need to tell the truth. 
This place changed, it was good but not anymore.
Table are dirty...",33130
Piola,"Sometimes I'm attracted to a restaurant because of the art that adorns it's walls. 

I was drawn in by the mischievous spray-painted mural of a woman that...",33130
GK Bistronomie,"Ceviche was so delicious!
Bright bold flavors.

Parking tricky but that's the whole wynwood are. Bartender was good and the pork taquitos were spicy and...",33127
