Restaurant Name,Url,Rating,Votes,Address,Source,Zip,check,new_zip
Mario's Rapid Food,http://www.tripadvisor.in/Restaurant_Review-g34438-d5210407-Reviews-Mario_s_Rapid_Food-Miami_Florida.html,,,"12460 SW 8 ST, Miami, FL 33184",TripAdvisor,33184,TRUE,33184
Lili's Catch of the Day,http://www.tripadvisor.in/Restaurant_Review-g34438-d2698021-Reviews-Lili_s_Catch_of_the_Day-Miami_Florida.html,"1,158 of 3,600",2,"2951 Nw 36 St, Miami, FL 33142",TripAdvisor,33142,TRUE,33142
Sake Room,http://www.tripadvisor.in/Restaurant_Review-g34438-d952210-Reviews-Sake_Room-Miami_Florida.html,"277 of 3,600",23,"1800 Biscayne Blvd, Miami, FL 33137",TripAdvisor,33137,TRUE,33137
Papa John's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4181640-Reviews-Papa_John_s-Miami_Florida.html,"852 of 3,600",3,"3898 Biscayne Blvd, Miami, FL 33137",TripAdvisor,33137,TRUE,33137
Cristanchi Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182321-Reviews-Cristanchi_Restaurant-Miami_Florida.html,,,"8679 Coral Way, Miami, FL 33155",TripAdvisor,33155,TRUE,33155
Randys Restaurant/Lounge,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192828-Reviews-Randys_Restaurant_Lounge-Miami_Florida.html,,,"13420 NW 7th Ave, North Miami 33168 (Btwn NW 134th & 135th St) 13420 NW 7th Ave, North Miami 33168 (Btwn NW 134th & 135th St), Miami, FL 33166",TripAdvisor,33166,TRUE,33166
Casa Larios,http://www.tripadvisor.in/Restaurant_Review-g34438-d431952-Reviews-Casa_Larios-Miami_Florida.html,"679 of 3,600",43,"7705 W Flagler St, Miami, FL 33144-2301",TripAdvisor,-2301,FALSE,33144
Ozzi Sushi Bar,http://www.tripadvisor.in/Restaurant_Review-g34438-d2161700-Reviews-Ozzi_Sushi_Bar-Miami_Florida.html,"785 of 3,600",12,"200 SE 1st Street, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
100 Montaditos,http://www.tripadvisor.in/Restaurant_Review-g34438-d3643838-Reviews-100_Montaditos-Miami_Florida.html,"459 of 3,600",15,"10501 N Kendall Drive, Miami, FL",TripAdvisor,"i, FL",FALSE,
L'Arte Bianco Bakery,http://www.tripadvisor.in/Restaurant_Review-g34438-d4727915-Reviews-L_Arte_Bianco_Bakery-Miami_Florida.html,,,"12572 SW 88th St, Miami, FL 33186",TripAdvisor,33186,TRUE,33186
Delicias de Espana,http://www.tripadvisor.in/Restaurant_Review-g34438-d2275283-Reviews-Delicias_de_Espana-Miami_Florida.html,"327 of 3,600",30,"4016 SW 57th Ave., Miami, FL 33155",TripAdvisor,33155,TRUE,33155
Fiorito,http://www.tripadvisor.in/Restaurant_Review-g34438-d3747446-Reviews-Fiorito-Miami_Florida.html,"10 of 3,600",67,"5555 NE 2nd Ave, Miami, FL 33137",TripAdvisor,33137,TRUE,33137
Potatoes Plus,http://www.tripadvisor.in/Restaurant_Review-g34438-d4369682-Reviews-Potatoes_Plus-Miami_Florida.html,,,"7795 W Flagler St, Ste 61, Miami, FL 33144",TripAdvisor,33144,TRUE,33144
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4369360-Reviews-Subway-Miami_Florida.html,"1,787 of 3,600",1,"1575 SW 8th St, Miami, FL 33135",TripAdvisor,33135,TRUE,33135
Los Tres Amigos,http://www.tripadvisor.in/Restaurant_Review-g34438-d3973881-Reviews-Los_Tres_Amigos-Miami_Florida.html,"968 of 3,600",2,"1025 NW 20th St, Miami, FL 33127",TripAdvisor,33127,TRUE,33127
Don Burrito,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207871-Reviews-Don_Burrito-Miami_Florida.html,"1,006 of 3,600",1,"10043 SW 72nd St, Miami, FL 33173-4623",TripAdvisor,-4623,FALSE,33173
Mun'Cheese 55 Pizza,http://www.tripadvisor.in/Restaurant_Review-g34438-d4839583-Reviews-Mun_Cheese_55_Pizza-Miami_Florida.html,,,"5525 NW 2 Ave, Miami, FL 33127",TripAdvisor,33127,TRUE,33127
Rick's Bar,http://www.tripadvisor.in/Restaurant_Review-g34438-d4508798-Reviews-Rick_s_Bar-Miami_Florida.html,"1,347 of 3,600",2,"7707 NW 103rd Street, State Road 826 and NW 103rd St, Howard Johnson Plaza Hotel - Miami Airport, Miami, FL 33016",TripAdvisor,33016,TRUE,33016
Kfc,http://www.tripadvisor.in/Restaurant_Review-g34438-d5490066-Reviews-Kfc-Miami_Florida.html,,,"13200 SW 8th St, Miami, FL 33184",TripAdvisor,33184,TRUE,33184
Lilly's Gastronomia,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192788-Reviews-Lilly_s_Gastronomia-Miami_Florida.html,,,"18330 NE 2nd Ave, Miami, FL 33179-4424",TripAdvisor,-4424,FALSE,33179
Pizza Hut,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182163-Reviews-Pizza_Hut-Miami_Florida.html,,,"15065 S Dixie Hwy, Miami, FL 33176",TripAdvisor,33176,TRUE,33176
Chandlers Place,http://www.tripadvisor.in/Restaurant_Review-g34438-d4238788-Reviews-Chandlers_Place-Miami_Florida.html,"1,069 of 3,600",1,"166 Alhambra circle, Miami, FL",TripAdvisor,"i, FL",FALSE,
Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182057-Reviews-Burger_King-Miami_Florida.html,,,"14095 SW 88th St, Miami, FL 33186",TripAdvisor,33186,TRUE,33186
Amuse restaurant and lounge,http://www.tripadvisor.in/Restaurant_Review-g34438-d2221731-Reviews-Amuse_restaurant_and_lounge-Miami_Florida.html,"643 of 3,600",25,"1100 Biscayne Blvd, Miami, FL",TripAdvisor,"i, FL",FALSE,
IHOP,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182332-Reviews-IHOP-Miami_Florida.html,"1,212 of 3,600",4,"12755 SW 88th St, Miami, FL 33186",TripAdvisor,33186,TRUE,33186
Lazeez Asian Cuisine,http://www.tripadvisor.in/Restaurant_Review-g34438-d920805-Reviews-Lazeez_Asian_Cuisine-Miami_Florida.html,"523 of 3,600",5,"13919 SW 66th St, Miami, FL 33183-2203",TripAdvisor,-2203,FALSE,33183
Pan American Cafeteria,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193397-Reviews-Pan_American_Cafeteria-Miami_Florida.html,,,"445 NW 12th Ave, Miami, FL 33128",TripAdvisor,33128,TRUE,33128
Miami Subs Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4181600-Reviews-Miami_Subs_Grill-Miami_Florida.html,"1,454 of 3,600",1,"1495 NW 10th Ave, Miami, FL 33136",TripAdvisor,33136,TRUE,33136
Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d2045733-Reviews-Burger_King-Miami_Florida.html,"536 of 3,600",26,"3700 Curtiss Parkway, Miami, FL",TripAdvisor,"i, FL",FALSE,
Hardaway's House of Wings,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182174-Reviews-Hardaway_s_House_of_Wings-Miami_Florida.html,,,"3809 Grand Ave, Miami, FL 33133",TripAdvisor,33133,TRUE,33133
"Disco Fish Market & Restaurant
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d466872-Reviews-Disco_Fish_Market_Restaurant-Miami_Florida.html,,17,"1540 SW 67th Ave, Miami, FL 33144-5515",TripAdvisor,-5515,FALSE,33144
Arby's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192791-Reviews-Arby_s-Miami_Florida.html,,,"11500 SW 72nd St, Miami, FL 33173",TripAdvisor,33173,TRUE,33173
Yogurt in love,http://www.tripadvisor.in/Restaurant_Review-g34438-d5209888-Reviews-Yogurt_in_love-Miami_Florida.html,"1,774 of 3,600",1,"234 NE 3rd Street, Space CU1A, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
Panther Coffee,http://www.tripadvisor.in/Restaurant_Review-g34438-d3773771-Reviews-Panther_Coffee-Miami_Florida.html,"31 of 3,600",34,"2390 NW 2nd Ave,, Miami, FL",TripAdvisor,"i, FL",FALSE,
Bin No. 18,http://www.tripadvisor.in/Restaurant_Review-g34438-d2136855-Reviews-Bin_No_18-Miami_Florida.html,"184 of 3,600",78,"1800 Biscayne Boulevard, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
Cerviche and Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4263537-Reviews-Cerviche_and_Grill-Miami_Florida.html,"1,357 of 3,600",1,"14821 Biscayne Blvd, Miami, FL",TripAdvisor,"i, FL",FALSE,
La Mariscada Seafood Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182273-Reviews-La_Mariscada_Seafood_Restaurant-Miami_Florida.html,,,"6790 W Flagler St, Miami, FL 33144",TripAdvisor,33144,TRUE,33144
Starbucks,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182280-Reviews-Starbucks-Miami_Florida.html,,,"7795 Bird Rd, Miami, FL 33155",TripAdvisor,33155,TRUE,33155
Cafeteria La Cuevita,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182012-Reviews-Cafeteria_La_Cuevita-Miami_Florida.html,,,"912 SW 33rd Ave, Miami, FL 33135",TripAdvisor,33135,TRUE,33135
Deseos Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193987-Reviews-Deseos_Restaurant-Miami_Florida.html,,,"1551 NW 119th St, Miami, FL 33167",TripAdvisor,33167,TRUE,33167
Le Jardin,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182005-Reviews-Le_Jardin-Miami_Florida.html,,,"195 NE 78th St, Miami, FL 33138-4857",TripAdvisor,-4857,FALSE,33138
Johnny Rockets,http://www.tripadvisor.in/Restaurant_Review-g34438-d466008-Reviews-Johnny_Rockets-Miami_Florida.html,"1,204 of 3,600",9,"7501 SW 88th Street, Miami, FL 33156",TripAdvisor,33156,TRUE,33156
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182279-Reviews-Subway-Miami_Florida.html,,1,"5749 Bird Rd, Miami, FL 33155",TripAdvisor,33155,TRUE,33155
Chop House 305,http://www.tripadvisor.in/Restaurant_Review-g34438-d1128818-Reviews-Chop_House_305-Miami_Florida.html,"757 of 3,600",83,"300 South Biscayne Blvd, Miami, FL 33131 (Formerly Chop House)",TripAdvisor,ouse),FALSE,
Cafe Cafe Waterways Shoppers,http://www.tripadvisor.in/Restaurant_Review-g34438-d875720-Reviews-Cafe_Cafe_Waterways_Shoppers-Miami_Florida.html,"594 of 3,600",4,"3575 207th St, Miami, FL 33180",TripAdvisor,33180,TRUE,33180
Menu Light,http://www.tripadvisor.in/Restaurant_Review-g34438-d938327-Reviews-Menu_Light-Miami_Florida.html,,,"4546 NW 7TH Ave, Miami, FL 33127-2506",TripAdvisor,-2506,FALSE,33127
LoKal,http://www.tripadvisor.in/Restaurant_Review-g34438-d2641260-Reviews-LoKal-Miami_Florida.html,"109 of 3,600",69,"3190 Commodore Plaza, Miami, FL",TripAdvisor,"i, FL",FALSE,
La Canzone Ristorante Italiano and Lounge,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207646-Reviews-La_Canzone_Ristorante_Italiano_and_Lounge-Miami_Florida.html,,,"801 Brickell Bay Drive (at Four Ambassador Hotel), Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Villa Pizza,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207611-Reviews-Villa_Pizza-Miami_Florida.html,,,"3421 Main Hwy, Miami, FL 33133",TripAdvisor,33133,TRUE,33133
Canton Lee Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4199772-Reviews-Canton_Lee_Restaurant-Miami_Florida.html,,,"13862 SW 56th St, Miami, FL 33175",TripAdvisor,33175,TRUE,33175
Salmon Salmon,http://www.tripadvisor.in/Restaurant_Review-g34438-d631687-Reviews-Salmon_Salmon-Miami_Florida.html,"682 of 3,600",29,"2907 NW 7th St, Miami, FL 33125",TripAdvisor,33125,TRUE,33125
Casa Campesina,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193481-Reviews-Casa_Campesina-Miami_Florida.html,,,"10325 Hammocks Blvd, Miami, FL 33196",TripAdvisor,33196,TRUE,33196
Mary Ann Bakery House,http://www.tripadvisor.in/Restaurant_Review-g34438-d5108836-Reviews-Mary_Ann_Bakery_House-Miami_Florida.html,,,"1284 NE 163rd St, Miami, FL 33162",TripAdvisor,33162,TRUE,33162
Wendy's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4369672-Reviews-Wendy_s-Miami_Florida.html,"908 of 3,600",1,"6720 SW 8th St, Miami, FL 33144",TripAdvisor,33144,TRUE,33144
Cheen Huaye,http://www.tripadvisor.in/Restaurant_Review-g34438-d1370774-Reviews-Cheen_Huaye-Miami_Florida.html,"35 of 3,600",97,"15400 Biscayne Boulevard, Miami, FL 33160",TripAdvisor,33160,TRUE,33160
Lombardi's INC,http://www.tripadvisor.in/Restaurant_Review-g34438-d934945-Reviews-Lombardi_s_INC-Miami_Florida.html,"1,182 of 3,600",76,"401 Biscayne Blvd. # 125, Bayside MarketPlace, Miami, FL 33132-1924",TripAdvisor,-1924,FALSE,33132
Royal Palm Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192763-Reviews-Royal_Palm_Grill-Miami_Florida.html,,,"20445 Old Cutler Rd, Miami, FL 33189-1833",TripAdvisor,-1833,FALSE,33189
Sergio's,http://www.tripadvisor.in/Restaurant_Review-g34438-d3599653-Reviews-Sergio_s-Miami_Florida.html,"713 of 3,600",15,"SW 22nd St., Miami, FL",TripAdvisor,"i, FL",FALSE,
Esther's 103rd Street,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194144-Reviews-Esther_s_103rd_Street-Miami_Florida.html,"1,082 of 3,600",1,"777 NW 103rd St, Miami, FL 33150",TripAdvisor,33150,TRUE,33150
Temaris,http://www.tripadvisor.in/Restaurant_Review-g34438-d6280743-Reviews-Tremaris-Miami_Florida.html,"494 of 3,600",2,"1250 S Miami Ave, Miami, FL 33130",TripAdvisor,33130,TRUE,33130
Weber Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d916014-Reviews-Weber_Cafe-Miami_Florida.html,"1,221 of 3,600",6,"3565 NE 207th St, Miami, FL 33180",TripAdvisor,33180,TRUE,33180
El Aguacatal Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d920342-Reviews-El_Aguacatal_Restaurant-Miami_Florida.html,"1,262 of 3,600",2,"6450 NW 186th St, Miami, FL 33015-6006",TripAdvisor,-6006,FALSE,33015
Bayshore Restaurant Management,http://www.tripadvisor.in/Restaurant_Review-g34438-d4370958-Reviews-Bayshore_Restaurant_Management-Miami_Florida.html,,,"2550 S Bayshore Dr, Ste 210, Miami, FL 33133",TripAdvisor,33133,TRUE,33133
The Corner,http://www.tripadvisor.in/Restaurant_Review-g34438-d4457820-Reviews-The_Corner-Miami_Florida.html,"502 of 3,600",4,"1035 N Miami Ave, Miami, FL 33136-3509",TripAdvisor,-3509,FALSE,33136
Blimpie,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182230-Reviews-Blimpie-Miami_Florida.html,,,"401 SW 8th St, Miami, FL 33130",TripAdvisor,33130,TRUE,33130
Chris's Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182014-Reviews-Chris_s_Cafe-Miami_Florida.html,,,"6100 Blue Lagoon Dr, Ste 135, Miami, FL 33126",TripAdvisor,33126,TRUE,33126
Angelina's Coffee and Juice,http://www.tripadvisor.in/Restaurant_Review-g34438-d4937758-Reviews-Angelina_s_Coffee_and_Juice-Miami_Florida.html,,,"3451 NE 1st Ave, Unit 102, Miami, FL 33137",TripAdvisor,33137,TRUE,33137
Au Bon Pain,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182105-Reviews-Au_Bon_Pain-Miami_Florida.html,"1,646 of 3,600",1,"8950 N Kendall Dr, Ste 101, Miami, FL 33176",TripAdvisor,33176,TRUE,33176
3 & Out Irish Sports Taven,http://www.tripadvisor.in/Restaurant_Review-g34438-d1889669-Reviews-3_Out_Irish_Sports_Taven-Miami_Florida.html,"1,548 of 3,600",1,"13067 SW 112 STREET, Miami, FL 33186",TripAdvisor,33186,TRUE,33186
Safi Restaurant and Gourmet Market,http://www.tripadvisor.in/Restaurant_Review-g34438-d3752879-Reviews-Safi_Restaurant_and_Gourmet_Market-Miami_Florida.html,"1,563 of 3,600",8,"20 Biscayne Blvd, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
Latin Express Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4196477-Reviews-Latin_Express_Cafe-Miami_Florida.html,,,"1611 NW 12th Ave, Miami, FL 33136",TripAdvisor,33136,TRUE,33136
Au Bon Pain,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182170-Reviews-Au_Bon_Pain-Miami_Florida.html,"1,188 of 3,600",2,"1475 NW 12th Ave, Miami, FL 33136",TripAdvisor,33136,TRUE,33136
SUGARCANE raw bar grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d1791267-Reviews-SUGARCANE_raw_bar_grill-Miami_Florida.html,"58 of 3,600",207,"3252 NE First Avenue, Miami, FL 33137",TripAdvisor,33137,TRUE,33137
Tcby,http://www.tripadvisor.in/Restaurant_Review-g34438-d5096656-Reviews-Tcby-Miami_Florida.html,,,"12070 SW 127th Ave, Miami, FL 33186",TripAdvisor,33186,TRUE,33186
Fa Hing,http://www.tripadvisor.in/Restaurant_Review-g34438-d4181595-Reviews-Fa_Hing-Miami_Florida.html,,,"14600 SW 125th Pl, Miami, FL 33186",TripAdvisor,33186,TRUE,33186
Mar Y Tierra Peru Seafood,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182317-Reviews-Mar_Y_Tierra_Peru_Seafood-Miami_Florida.html,,1,"266 NE 1st St, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
Thai Express,http://www.tripadvisor.in/Restaurant_Review-g34438-d5426538-Reviews-Thai_Express-Miami_Florida.html,,,"10851 SW 40th St, Miami, FL 33165",TripAdvisor,33165,TRUE,33165
Military Burger,http://www.tripadvisor.in/Restaurant_Review-g34438-d6208015-Reviews-Military_Burger-Miami_Florida.html,"944 of 3,600",1,"Military Burger 10834 SW 104 St, Miami, FL 33176",TripAdvisor,33176,TRUE,33176
TGI Friday's,http://www.tripadvisor.in/Restaurant_Review-g34438-d466010-Reviews-TGI_Friday_s-Miami_Florida.html,"936 of 3,600",33,"8888 Howard Dr, Miami, FL 33176-5888",TripAdvisor,-5888,FALSE,33176
Raspados Loly,http://www.tripadvisor.in/Restaurant_Review-g34438-d4731607-Reviews-Raspados_Loly-Miami_Florida.html,,,"10404 W Flagler St, Ste 6, Miami, FL 33174",TripAdvisor,33174,TRUE,33174
Sugar Fancies,http://www.tripadvisor.in/Restaurant_Review-g34438-d4826083-Reviews-Sugar_Fancies-Miami_Florida.html,,,"543 SW 12 Avenue, Miami, FL 33130",TripAdvisor,33130,TRUE,33130
Big Fish,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194042-Reviews-Big_Fish-Miami_Florida.html,"1,350 of 3,600",15,"620 NE 78 St, Miami, FL 33138",TripAdvisor,33138,TRUE,33138
Wild Bean Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182101-Reviews-Wild_Bean_Cafe-Miami_Florida.html,,,"3401 Biscayne Blvd, Miami, FL 33137",TripAdvisor,33137,TRUE,33137
Dairy Queen,http://www.tripadvisor.in/Restaurant_Review-g34438-d4872594-Reviews-Dairy_Queen-Miami_Florida.html,,,"3818 SW 137th Ave, Miami, FL 33175",TripAdvisor,33175,TRUE,33175
Aguacates,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182338-Reviews-Aguacates-Miami_Florida.html,"1,194 of 3,600",1,"100 S Biscayne Blvd, Ste 118, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Moonlite Diner,http://www.tripadvisor.in/Restaurant_Review-g34438-d6104185-Reviews-Moonlite_Diner-Miami_Florida.html,"1,591 of 3,600",7,"8695 SW 124 Ave, Miami, FL",TripAdvisor,"i, FL",FALSE,
"Origami Thai And Sushi
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d919898-Reviews-Origami_Thai_And_Sushi-Miami_Florida.html,,2,"10848 SW 104th St, Miami, FL 33176",TripAdvisor,33176,TRUE,33176
Pizza Hut,http://www.tripadvisor.in/Restaurant_Review-g34438-d4578040-Reviews-Pizza_Hut-Miami_Florida.html,"1,661 of 3,600",1,"1000 Park Centre Blvd, Ste 13, Miami, FL 33169",TripAdvisor,33169,TRUE,33169
Dunkin' Donuts,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207538-Reviews-Dunkin_Donuts-Miami_Florida.html,,,"10754 SW 24th St, Miami, FL 33165",TripAdvisor,33165,TRUE,33165
Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182159-Reviews-Burger_King-Miami_Florida.html,,,"7390 Coral Way, Miami, FL 33155",TripAdvisor,33155,TRUE,33155
Venus Restaurant and Sports Bar,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192749-Reviews-Venus_Restaurant_and_Sports_Bar-Miami_Florida.html,,,"13785 NW 7th Ave, Miami, FL 33168-2903",TripAdvisor,-2903,FALSE,33168
Tratoria Rosalia's,http://www.tripadvisor.in/Restaurant_Review-g34438-d6480085-Reviews-Tratoria_Rosalia_s-Miami_Florida.html,"451 of 3,600",4,"Aventura Mall , 793, 19501 Biscayne Boulevard, Miami, FL 305. 935. 1110, Miami, FL",TripAdvisor,"i, FL",FALSE,
China Lee Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d5014438-Reviews-China_Lee_Restaurant-Miami_Florida.html,,,"559 SW 8th St, Miami, FL 33130-3413",TripAdvisor,-3413,FALSE,33130
Cafeteria Lola,http://www.tripadvisor.in/Restaurant_Review-g34438-d4199796-Reviews-Cafeteria_Lola-Miami_Florida.html,"1,632 of 3,600",1,"1150 NW 72nd Ave, Ste 160, Miami, FL 33126",TripAdvisor,33126,TRUE,33126
"Vintage Cafe & Bakery
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d854510-Reviews-Vintage_Cafe_Bakery-Miami_Florida.html,,1,"1920 SW 57th Ave, Miami, FL 33155",TripAdvisor,33155,TRUE,33155
"Zuperpollo INC
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d432077-Reviews-Zuperpollo_INC-Miami_Florida.html,,16,"1247 Coral Way, Miami, FL 33145-2963",TripAdvisor,-2963,FALSE,33145
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d879236-Reviews-Subway-Miami_Florida.html,"1,016 of 3,600",9,"18731 Biscayne Blvd, Miami, FL 33180",TripAdvisor,33180,TRUE,33180
Elio's Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193983-Reviews-Elio_s_Restaurant-Miami_Florida.html,,,"10777 NW 36th Ave, Miami, FL 33167",TripAdvisor,33167,TRUE,33167
Smoothie King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4998968-Reviews-Smoothie_King-Miami_Florida.html,,,"2001 Biscayne Blvd, Miami, FL 33137-5009",TripAdvisor,-5009,FALSE,33137
Nc Cuban Buffet,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194018-Reviews-Nc_Cuban_Buffet-Miami_Florida.html,,,"2606 NW 21st Ter, Miami, FL 33142",TripAdvisor,33142,TRUE,33142
Graffe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4842112-Reviews-Graffe-Miami_Florida.html,,,"2400 N. Miami Ave., Miami, FL 33127",TripAdvisor,33127,TRUE,33127
"Oye Cuban Grill
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d2318451-Reviews-Oye_Cuban_Grill-Miami_Florida.html,,7,"11327 South Dixie Highway, Miami, FL 33156",TripAdvisor,33156,TRUE,33156
Pizza Hut,http://www.tripadvisor.in/Restaurant_Review-g34438-d4370960-Reviews-Pizza_Hut-Miami_Florida.html,"1,597 of 3,600",2,"8825 S Dixie Hwy, Miami, FL 33156",TripAdvisor,33156,TRUE,33156
Segafredo Brickell,http://www.tripadvisor.in/Restaurant_Review-g34438-d1027691-Reviews-Segafredo_Brickell-Miami_Florida.html,"393 of 3,600",41,"1421 S Miami Ave, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Manhattan Cafe & Market,http://www.tripadvisor.in/Restaurant_Review-g34438-d1931744-Reviews-Manhattan_Cafe_Market-Miami_Florida.html,"491 of 3,600",7,"251 Northeast 14th Street, ph.(305) 372-1966, Miami, FL",TripAdvisor,"i, FL",FALSE,
Pronto Pasta,http://www.tripadvisor.in/Restaurant_Review-g34438-d4820600-Reviews-Pronto_Pasta-Miami_Florida.html,"413 of 3,600",3,"27 N Miami Avenue, Miami, FL 33128",TripAdvisor,33128,TRUE,33128
Fortune House Chinese Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4204391-Reviews-Fortune_House_Chinese_Restaurant-Miami_Florida.html,,,"9755 SW 72nd St, Miami, FL 33173",TripAdvisor,33173,TRUE,33173
Five Guys,http://www.tripadvisor.in/Restaurant_Review-g34438-d4734389-Reviews-Five_Guys-Miami_Florida.html,,,"1433 SW 107th Ave, Miami, FL 33174",TripAdvisor,33174,TRUE,33174
CHE Pasta Incorporated,http://www.tripadvisor.in/Restaurant_Review-g34438-d934940-Reviews-CHE_Pasta_Incorporated-Miami_Florida.html,"1,692 of 3,600",1,"401 Biscayne Blvd Ste S208, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
"79 cafe
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d1829772-Reviews-79_cafe-Miami_Florida.html,,1,"7915 biscayne blvd, Miami, FL 33138",TripAdvisor,33138,TRUE,33138
Hamburguesa,http://www.tripadvisor.in/Restaurant_Review-g34438-d2469620-Reviews-Hamburguesa-Miami_Florida.html,"983 of 3,600",12,"401 Biscayne Bulevard, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182047-Reviews-Burger_King-Miami_Florida.html,,,"1309 NW 20th St, Miami, FL 33142",TripAdvisor,33142,TRUE,33142
Rinconcito Salvadoreno,http://www.tripadvisor.in/Restaurant_Review-g34438-d5224084-Reviews-Rinconcito_Salvadoreno-Miami_Florida.html,,,"15924 Sw 137 Ave, Miami, FL 33184",TripAdvisor,33184,TRUE,33184
Francis Bakery,http://www.tripadvisor.in/Restaurant_Review-g34438-d4981343-Reviews-Francis_Bakery-Miami_Florida.html,,,"2441 SW 67th Ave, Miami, FL 33155",TripAdvisor,33155,TRUE,33155
Restaurant Beverage Service,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207942-Reviews-Restaurant_Beverage_Service-Miami_Florida.html,,,"20219 NE 15th Ct, Miami, FL 33179-2710",TripAdvisor,-2710,FALSE,33179
St Petersburg Deli,http://www.tripadvisor.in/Restaurant_Review-g34438-d879889-Reviews-St_Petersburg_Deli-Miami_Florida.html,"1,568 of 3,600",3,"17080 Collins Ave, Miami, FL 33160",TripAdvisor,33160,TRUE,33160
Irie Isle,http://www.tripadvisor.in/Restaurant_Review-g34438-d926890-Reviews-Irie_Isle-Miami_Florida.html,"1,601 of 3,600",1,"168 NE 167th St, Miami, FL 33162-3403",TripAdvisor,-3403,FALSE,33162
La Granja,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207842-Reviews-La_Granja-Miami_Florida.html,"1,171 of 3,600",1,"9095 SW 40th St, Miami, FL 33165-5342",TripAdvisor,-5342,FALSE,33165
